STD_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore,ReadingScore,WritingScore
354,female,group D,some high school,standard,none,single,sometimes,no,1,school_bus,65,82,81
355,female,group C,high school,standard,none,divorced,sometimes,no,1,school_bus,29,29,30
356,female,group E,some college,standard,none,married,sometimes,no,2,school_bus,76,78,80
357,male,group D,high school,free/reduced,none,married,sometimes,yes,1,school_bus,60,57,51
358,male,group C,some high school,standard,none,divorced,sometimes,yes,3,private,72,70,60
359,female,group C,master's degree,free/reduced,none,married,sometimes,yes,1,private,40,59,55
360,female,group B,associate's degree,standard,none,married,regularly,no,1,school_bus,57,62,65
361,male,group D,some college,free/reduced,completed,married,sometimes,yes,5,school_bus,69,60,63
362,female,group C,some college,standard,none,married,sometimes,yes,3,school_bus,56,58,64
363,male,group C,bachelor's degree,standard,completed,married,sometimes,yes,0,private,91,88,89
364,female,group A,associate's degree,standard,none,married,sometimes,no,4,school_bus,82,93,93
365,female,group C,high school,standard,none,married,sometimes,yes,1,school_bus,60,68,72
366,male,group D,master's degree,standard,none,married,sometimes,yes,1,school_bus,95,82,86
367,female,group C,high school,free/reduced,none,single,sometimes,yes,2,school_bus,36,61,55
368,male,group C,high school,free/reduced,completed,married,sometimes,yes,2,private,59,51,53
369,male,group A,some college,standard,completed,divorced,never,yes,4,private,97,94,83
370,male,group B,associate's degree,free/reduced,completed,divorced,never,yes,1,school_bus,66,68,61
371,male,group D,some college,free/reduced,none,married,regularly,no,2,school_bus,50,57,47
372,female,group C,some high school,standard,completed,married,regularly,yes,0,school_bus,45,51,56
373,male,group D,some college,standard,none,single,never,yes,1,private,64,63,68
374,male,group B,high school,standard,none,widowed,regularly,yes,2,private,81,60,66
375,female,group B,bachelor's degree,standard,completed,married,sometimes,yes,2,school_bus,67,75,82
376,female,group C,high school,standard,none,married,sometimes,no,5,school_bus,75,88,85
377,male,group A,high school,standard,none,married,sometimes,yes,0,school_bus,71,74,64
378,male,group D,high school,standard,none,single,sometimes,no,3,school_bus,42,52,52
379,female,group B,some high school,free/reduced,none,married,never,yes,2,private,67,78,75
380,male,group B,high school,standard,none,single,sometimes,yes,1,school_bus,67,64,58
381,female,group B,bachelor's degree,standard,completed,married,never,yes,1,school_bus,63,79,78
382,female,group A,high school,standard,completed,married,regularly,yes,7,private,70,81,77
383,female,group D,some college,standard,completed,married,sometimes,yes,2,school_bus,82,84,96
384,female,group A,associate's degree,standard,completed,single,sometimes,no,2,school_bus,65,70,74
385,female,group B,some high school,standard,none,divorced,sometimes,yes,1,school_bus,73,79,79
386,male,group C,associate's degree,free/reduced,none,married,sometimes,no,5,school_bus,79,68,65
387,male,group D,some high school,standard,none,married,sometimes,no,1,school_bus,71,66,62
388,male,group D,associate's degree,standard,none,divorced,sometimes,yes,4,private,90,87,85
389,female,group D,some college,free/reduced,none,divorced,regularly,yes,2,private,54,70,69
390,female,group C,some college,free/reduced,completed,married,sometimes,yes,2,school_bus,63,73,71
391,female,group B,bachelor's degree,free/reduced,none,married,sometimes,no,4,school_bus,74,83,85
392,male,group D,associate's degree,standard,completed,single,sometimes,yes,3,private,81,72,77
393,female,group C,high school,free/reduced,none,married,never,no,2,school_bus,62,73,64
394,male,group D,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,50,56,49
395,female,group C,some college,standard,none,married,regularly,yes,1,private,71,79,77
396,female,group D,high school,standard,completed,divorced,regularly,yes,2,private,71,78,79
397,female,group D,high school,standard,none,divorced,regularly,yes,6,school_bus,66,71,74
398,male,group B,high school,standard,none,divorced,regularly,yes,2,school_bus,63,55,55
399,female,group E,master's degree,standard,completed,single,sometimes,yes,2,school_bus,97,100,100
400,male,group E,some college,standard,completed,single,sometimes,yes,0,school_bus,85,75,68
401,male,group A,high school,free/reduced,none,divorced,sometimes,yes,2,school_bus,53,58,44
402,male,group E,some college,free/reduced,none,married,sometimes,yes,3,private,93,90,83
403,female,group C,associate's degree,standard,none,married,never,yes,5,school_bus,47,52,51
404,female,group E,associate's degree,free/reduced,none,married,sometimes,no,1,private,70,74,76
405,female,group D,associate's degree,standard,none,married,regularly,yes,2,school_bus,79,78,74
406,female,group C,some high school,standard,none,single,sometimes,yes,1,school_bus,49,63,56
407,female,group D,associate's degree,standard,completed,married,sometimes,yes,2,school_bus,57,78,79
408,male,group C,high school,free/reduced,none,divorced,never,yes,3,private,64,65,57
409,female,group E,bachelor's degree,standard,completed,single,regularly,yes,4,school_bus,81,82,84
410,female,group B,some high school,free/reduced,completed,married,sometimes,yes,3,school_bus,57,62,62
411,male,group D,high school,standard,none,married,regularly,yes,2,private,47,34,36
412,male,group D,high school,standard,none,married,never,yes,2,school_bus,83,84,75
413,female,group D,associate's degree,free/reduced,completed,divorced,sometimes,yes,0,school_bus,42,61,58
414,female,group E,some high school,standard,completed,divorced,sometimes,yes,2,school_bus,80,85,85
415,female,group D,some college,standard,none,married,sometimes,yes,3,school_bus,98,100,99
416,male,group D,master's degree,standard,none,divorced,sometimes,no,1,school_bus,79,81,84
417,female,group B,some high school,standard,completed,married,regularly,no,1,school_bus,63,72,77
418,female,group B,associate's degree,free/reduced,completed,married,regularly,yes,0,private,75,93,87
419,female,group C,associate's degree,standard,completed,single,sometimes,yes,4,private,96,96,99
420,female,group C,some college,free/reduced,none,married,regularly,no,2,private,63,73,71
421,male,group D,some high school,free/reduced,completed,married,regularly,yes,1,school_bus,56,59,60
422,male,group C,high school,standard,none,married,regularly,no,2,school_bus,51,48,43
423,male,group B,some college,standard,none,divorced,sometimes,yes,4,school_bus,48,43,41
424,male,group E,some high school,standard,completed,married,regularly,yes,0,school_bus,70,51,58
425,female,group D,high school,free/reduced,none,single,sometimes,yes,1,private,70,90,82
426,male,group C,some college,standard,none,single,regularly,no,3,private,52,38,37
427,female,group B,associate's degree,free/reduced,completed,divorced,sometimes,yes,5,private,65,75,78
428,female,group C,some college,standard,completed,married,never,yes,2,private,86,88,93
429,female,group E,some college,free/reduced,none,married,never,yes,1,school_bus,52,57,56
430,male,group C,high school,free/reduced,none,married,regularly,yes,0,private,62,60,56
431,female,group C,high school,standard,none,married,sometimes,yes,4,private,81,84,82
432,female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,59,73,72
433,male,group B,some college,free/reduced,none,married,regularly,yes,2,private,56,55,48
434,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,69,64,68
435,male,group B,some college,standard,completed,married,sometimes,yes,4,school_bus,87,84,86
436,female,group C,some high school,standard,completed,married,sometimes,no,1,private,77,90,85
437,male,group C,associate's degree,free/reduced,none,single,regularly,yes,4,school_bus,59,55,54
438,female,group E,associate's degree,standard,none,married,sometimes,yes,4,school_bus,86,96,93
439,male,group D,some college,standard,none,married,sometimes,no,2,private,56,58,53
440,female,group D,some college,free/reduced,completed,married,regularly,yes,5,private,53,59,66
441,female,group C,high school,free/reduced,none,married,sometimes,yes,1,school_bus,53,72,64
442,male,group D,some high school,standard,completed,single,never,no,4,school_bus,75,79,83
443,female,group B,high school,standard,none,divorced,never,yes,2,private,60,61,61
444,male,group D,some college,standard,none,married,sometimes,yes,0,school_bus,60,63,59
445,female,group B,high school,standard,none,married,sometimes,yes,0,school_bus,74,72,72
446,male,group B,high school,standard,completed,single,sometimes,yes,0,school_bus,76,62,60
447,female,group D,some high school,standard,none,married,never,yes,1,private,67,70,74
448,male,group D,bachelor's degree,standard,none,married,regularly,yes,3,school_bus,79,75,77
449,female,group B,some high school,free/reduced,completed,married,never,yes,0,school_bus,48,65,68
450,female,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,3,school_bus,62,78,79
451,female,group B,some high school,free/reduced,none,married,regularly,yes,4,private,48,57,55
452,female,group C,some college,free/reduced,none,single,regularly,no,4,private,36,44,44
453,male,group E,associate's degree,standard,completed,widowed,regularly,no,1,school_bus,96,86,84
454,female,group B,master's degree,standard,none,married,sometimes,yes,1,school_bus,75,90,84
455,female,group C,associate's degree,standard,completed,married,sometimes,yes,4,school_bus,52,59,62
456,male,group C,bachelor's degree,standard,completed,married,sometimes,no,3,school_bus,88,79,77
457,female,group B,some high school,standard,completed,married,sometimes,no,2,private,32,51,44
458,female,group E,some high school,free/reduced,none,married,regularly,yes,1,school_bus,74,80,78
459,female,group B,some college,standard,none,single,regularly,no,4,private,18,37,32
460,female,group C,master's degree,free/reduced,none,married,sometimes,yes,3,private,52,65,61
461,male,group D,high school,free/reduced,none,married,regularly,yes,0,school_bus,65,73,69
462,male,group E,some high school,standard,completed,married,never,no,1,private,83,81,73
463,female,group B,high school,standard,none,widowed,regularly,yes,1,school_bus,43,52,52
464,female,group E,associate's degree,free/reduced,completed,divorced,regularly,no,3,private,58,69,74
465,male,group D,high school,standard,none,divorced,sometimes,yes,0,private,70,70,70
466,female,group E,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,70,84,81
467,female,group B,some college,standard,none,married,regularly,yes,1,school_bus,84,86,89
468,female,group D,some college,free/reduced,none,single,sometimes,yes,2,school_bus,62,72,73
469,male,group C,high school,standard,none,married,sometimes,yes,5,private,90,75,69
470,male,group B,bachelor's degree,standard,none,married,sometimes,yes,3,school_bus,59,54,51
471,male,group A,some high school,standard,none,married,sometimes,no,1,private,51,31,36
472,male,group A,high school,free/reduced,none,single,sometimes,yes,1,school_bus,46,47,49
473,female,group C,master's degree,standard,completed,married,regularly,yes,3,school_bus,53,63,67
474,male,group E,some high school,standard,completed,married,sometimes,yes,2,school_bus,89,85,77
475,male,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,0,school_bus,62,71,77
476,female,group C,some high school,standard,none,married,sometimes,no,3,private,74,89,86
477,male,group E,some college,free/reduced,completed,married,regularly,yes,1,private,50,52,52
478,female,group C,some high school,free/reduced,none,widowed,sometimes,no,3,private,49,58,53
479,male,group B,some high school,standard,none,married,regularly,yes,0,school_bus,67,53,53
